Language	Filename	Relationships	Speaker_ID	Text	Gloss	Translation	Word_Order	Position_LexVerb	Wordform_A	Wordform_P	Gloss_A	Gloss_P	Case_A	Case_P	Person_A	Person_P	Semantics_A	Semantics_P	Structure_A	Structure_P	Length_A_Syl	Length_P_Syl	Length_A_Words	Length_P_Words	DiscourseStatus_A	DiscourseStatus_P	SituationStatus_A	SituationStatus_P	Verb_Lemma	Semantics_Verb	Tense_Aspect	Utterance_Type	Clause	Formal_Ambiguity	Ditransitive	Idiomatic	FirstArg_Role	FirstArg_Discourse	FirstArg_Situation	Exclude
Tagalog	4	NA	FA1	pati yung[:iyong] ano yung[:iyong] celery@s:eng gano(o)n ang gawin mo.	like.DIST SUBJ do.UV.IINF-PAT=2SG.NSUBJ	For the celery as well, do the same.	PVA	Middle	mo	ang	2SG.NSUBJ	SUBJ	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	gawa	causal	Infinitive	imperative	main	Unambiguous	No	No	P	Same_Accessibility	Less_Accessible	RC
Tagalog	4	NA	FA2	(hu)wag ng ulam kasi puro carbo(hydrates)@s:eng na yung[:iyong] kakainin natin, ta(po)s mag- magkakanin ka pa mag-uulam ka pa.	because entirely carbohydrates=CMP DIST.SUBJ=LIN CONT~eat.UV.IR-PAT=1PL.INCL.NSUBJ	Don't (make it) a viande because we're already eating all carbohydrates, and you'll have rice and still have a viande.	PVA	Middle	natin	yung	1PL.INCL.SUBJ	DIST.SUBJ=LIN	A_only	Ambiguous	1	3	human	inanimate	Pronoun	Determiner	2	1	1	1	Inferable_close	Mentioned_close	Inferable_salient	Absent_familiar	kain	causal	Contemplative	declarative	main	Unambiguous	No	No	P	More_Accessible	Less_Accessible	RC
Tagalog	4	NA	FA2	hindi pwede yun[:iyon], Doc, hahanapin mo pa rin yung[:iyong] kanin.	CONT~find.UV.IR-PAT=2SG.NSUBJ=CMP=also DIST.SUBJ=LIN rice	That won't do, Doc. You'd still crave for rice.	VAP	Initial	mo	yung kanin	2SG.NSUBJ	DIST.SUBJ=LIN rice	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	3	1	2	Non-referential	Mentioned_close	Non-referential	Absent_familiar	hanap	noncausal	Contemplative	declarative	main	Unambiguous	No	No	A	No_Comparison	No_Comparison	No
Tagalog	4	NA	FA1	oh ano lulutuin mong ulam?	PRT what CONT~cook.UV.IR-PAT=2SG.NSUBJ=LIN viande	What dish will you cook?	PVA	Middle	mo	ano	2SG.NSUBJ	what.Q	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Pronoun	1	2	1	1	Mentioned_far	Non-referential	Present_salient	Non-referential	luto	causal	Contemplative	interrogative	main	Unambiguous	No	No	P	No_Comparison	No_Comparison	QW_RP
Tagalog	4	NA	FA1	gusto ko xxx talaga ano, gusto ko sana magstaycation kasi nga unang-una nakakatakot kapag maraming pupunta sa bahay hindi naman pwedeng walang xxx hindi pupunta samen[:sa amin].	when STV-many=LIN CONT~go.AV.IR LOC house	I really wanted to go on a staycation because first of all, it's scary when many (people) go to our house. It wouldn't do after all if they won't go to our place.	AVP	Middle	maraming	sa bahay	STV-many=LIN	LOC house	Ambiguous	P_only	3	3	human	inanimate	Pronoun	NP	3	3	1	2	New_familiar	Inferable_close	Absent_familiar	Inferable_nonsalient	punta	noncausal	Contemplative	declarative	main	Unambiguous	No	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	eh sabi ko kung gano(o)n lang din, (e)di sa bahay na lang ako magtatago na lang ako.	PRT say=1SG.NSUBJ if like.DIST=only=also	So I said: if that's the case, then I'll just stay at home and hide.	VAP	Initial	ko	[phrase]	1SG.NSUBJ	if like.DIST=only=also	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	5	1	4	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	sabi	noncausal	Uninflected	declarative	main	Ambiguous	No	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	ang sabi ko.	SUBJ say=1SG.NSUBJ	Is what I said.	PVA	Middle	ko	ang	1SG.NSUBJ	SUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	sabi	noncausal	Uninflected	declarative	main	Unambiguous	No	No	P	More_Accessible	Less_Accessible	RC
Tagalog	4	NA	FA1	pero kung hindi ako ma- aalis, magluluto ako ng syempre paborito ni NAME.	AV.IR.EXT-CONT~cook=1SG.SUBJ NSUBJ of.course favorite HUM.NSUBJ NAME	But if I won't go, then of course, I'll be cooking NAME's favorite.	VAP	Initial	ako	ng paborito ni NAME	1SG.SUBJ	NSUBJ favorite HUM.NSUBJ NAME	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	2	8	1	4	Mentioned_close	New_unfamiliar	Present_salient	Absent_unfamiliar	luto	causal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	tapos si NAME baka magluto ng carbonara@s:eng or@s:eng fettucini@s:eng.	then HUM.SUBJ NAME maybe AV.INF.EXT-cook NSUBJ carbonara or fettucini	Then maybe NAME would cook carbonara or fettucini	AVP	Middle	si NAME	ng carbonara	HUM.SUBJ NAME	NSUBJ carbonara	Ambiguous	Ambiguous	3	3	human	inanimate	NP	NP	2	5	2	2	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	luto	causal	Infinitive	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	eh sabi ko nga kung hindi lang mahirap din magbiyahe eh.	PRT say=1SG.NSUBJ=PRT if NEG=only STV-difficult=also AV.INF.EXT-travel PRT	I even said: if travelling weren't (this) difficult.	VAP	Initial	ko	[phrase]	1SG.NSUBJ	if NEG=only STV-difficult=also AV.INF.EXT-travel PRT	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	11	1	6	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	sabi	noncausal	Uninflected	declarative	main	Ambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	gusto ko rin yung[:iyong]- ano ba yung[:iyong] sinasabi mo yung[:iyong] pinuntahan mo sa Pangasinan?	what.Q=Q DIST,SUBJ=LIN <UV.R>IPFV~say=2SG.NSUBJ	I also like that (place) you said you went to in Pangasinan.	PVA	Middle	mo	yung	2SG.NSUBJ	DIST.SUBJ=LIN	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	punta	noncausal	Perfective	interrogative	main	Unambiguous	No	No	P	Same_Accessibility	Less_Accessible	RC
Tagalog	4	NA	FA1	eh naisip ko kase[:kasi] kung doon na lang kame[:kami], gusto ko rin magbeach or@s:eng ano kaming tatlo.	PRT UV.R.NVOL-think=1SG.NSUBJ=because if DIST.LOC=CMP=only=1PL.SUBJ	What I was thinking was that what if we just go there instead. I also want us three to go to the beach	VAP	Initial	ko	[phrase]	1SG.NSUBJ	if DIST.LOC=CMP=only=1PL.SUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	7	1	5	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	isip	noncausal	Perfective	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	or@s:eng iniisip ko naman kung bandang Pangasinan para mahatid ko na si Ate_NAME.	for UV.INF.NVOL-take.home=1SG.NSUBJ=CMP HUM.SUBJ HON NAME	Or, I was thinking that (we should go to) somewhere near Pangasinan so I can take NAME (home).	VAP	Initial	ko	si Ate Name	1SG.NSUBJ	HUM.SUBJ HON NAME	Ambiguous	Ambiguous	1	3	human	human	Pronoun	NP	1	6	1	2	Mentioned_close	New_familiar	Present_salient	Absent_familiar	hatid	causal	Infinitive	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	or@s:eng iniisip ko naman kung bandang Pangasinan para mahatid ko na si Ate_NAME.	or <UV.R>IPFV~think-1SG.NSUBJ=PRT if around=LIN pangasinan	Or, I was thinking that (we should go to) somewhere near Pangasinan so I can take NAME (home).	VAP	Initial	ko	[phrase]	1SG.NSUBJ	if around=LIN pangasinan	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Clause	1	7	1	3	Mentioned_close	Inferable_far	Present_salient	Absent_familiar	isip	noncausal	Imperfective	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	hanggang xxx ano eh uuwi siya sa Pangasinan.	until what PRT CONT~go.home.AV.IR=3SG.SUBJ LOC pangasinan	Until something like XXX. She'll be going home to Pangasinan after all.	VAP	Initial	siya	sa Pangasinan	3SG.SUBJ	LOC pangasinan	Ambiguous	P_only	3	3	human	inanimate	Pronoun	Clause	1	5	1	2	Mentioned_close	Mentioned_far	Absent_familiar	Absent_familiar	uwi	noncausal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	Same_Accessibility	No
Tagalog	4	NA	FA1	ang iniisip ko nga kung doon kame[:kami], para dun[:doon] na siya- dun[:doon] na siya hindi na siya uuwi ng Manila para hindi na siya mahirapan bumiyahe.	NEG=CMP=3SG.SUBJ CONT~go.home.AV.IR NSUBJ manila	(Yeah), what I was thinking was that (we should just go) there so that she wouldn't need to go home to Manila and have a hard time commuting.	AVP	Middle	siya	ng Manila	3SG.SUBJ	NSUBJ manila	Ambiguous	Ambiguous	3	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_close	Inferable_far	Absent_familiar	Present_nonsalient	uwi	noncausal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	ang iniisip ko nga kung doon kame[:kami], para dun[:doon] na siya- dun[:doon] na siya hindi na siya uuwi ng Manila para hindi na siya mahirapan bumiyahe.	SUBJ <UV.R>IPFV~think=1SG.NSUBJ=PRT	(Yeah), what I was thinking was that (we should just go) there so that she wouldn't need to go home to Manila and have a hard time commuting.	PVA	Middle	ko	ang	1SG.NSUBJ	SUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Determiner	1	1	1	1	Mentioned_close	New_unfamiliar	Absent_familiar	Absent_unfamiliar	isip	noncausal	Imperfective	declarative	main	Unambiguous	No	No	P	Less_Accessible	Less_Accessible	RC
Tagalog	4	NA	FA1	gano(o)n, pinakita niya sakin[:sa akin] yun[:iyon], kaya yun[:iyon], naisip ko kung mag- mag- magsaZambales kame[:kami].	<UV.R>CAUS-see.PFV=3SG.NSUBJ LOC=1S.NSUBJ DIST.SUBJ	She showed me (something) like that. That's why I thought that we should just go for Zambales.	VAP	Initial	niya	yun	3SG.NSUBJ	DIST.SUBJ	A_only	Ambiguous	3	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Mentioned_close	Absent_familiar	Absent_familiar	kita	noncausal	Perfective	declarative	main	Unambiguous	No	No	A	Same_Accessibility	Same_Accessibility	No
Tagalog	4	NA	FA1	so@s:eng yun[:iyon] nga iniisip ko yung[:iyong] sa New_Year@s:eng, kung hindi ko matutuloy yung[:iyong] sa Pasko ko na ulam, yun[:iyon] lut- lulutuin ko.	if NEG=1SG.NSUBJ UV.IR.NVOL-CONT~continue DIST.SUBJ=LIN LOC christmas=1SG.NSUBJ LIN viande	So what I was thinking was for New years. If I couldn't go ahead with (cooking what I had planned for Christmas), I would cook that (for New Years instead).	VAP	Initial	ko	yung sa Pasko ko na ulam	1SG.NSUBJ	DIST.SUBJ=LIN LOC christmas=1SG.NSUBJ LIN viande	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	8	1	6	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	tuloy	noncausal	Contemplative	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	so@s:eng yun[:iyon] nga iniisip ko yung[:iyong] sa New_Year@s:eng, kung hindi ko matutuloy yung[:iyong] sa Pasko ko na ulam, yun[:iyon] lut- lulutuin ko.	so<UV.R>IPFV~think=1SG.NSUBJ DIST.SUBJ=LIN LOC new-year	So what I was thinking was for New years. If I couldn't go ahead with (cooking what I had planned for Christmas), I would cook that (for New Years instead).	VAP	Initial	ko	yung sa New Year	1SG.NSUBJ	DIST.SUBJ=LIN LOC new year	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	4	1	4	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	isip	noncausal	Imperfective	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	so@s:eng yun[:iyon] nga iniisip ko yung[:iyong] sa New_Year@s:eng, kung hindi ko matutuloy yung[:iyong] sa Pasko ko na ulam, yun[:iyon] lut- lulutuin ko.	DIST.SUBJ CONT~cook.UV.IR-PAT=1SG.NSUBJ	So what I was thinking was for New years. If I couldn't go ahead with (cooking what I had planned for Christmas), I would cook that (for New Years instead).	PVA	Middle	ko	yun	1SG.NSUBJ	DIST.SUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	luto	causal	Contemplative	declarative	main	Unambiguous	No	No	P	Same_Accessibility	Less_Accessible	RC
Tagalog	4	NA	FA1	tiniti(n)gnan ko na lang yung[:iyong] litson.	<UV.R>IPFV~look-APPL=1SG.NSUBJ=CMP-only DIST.SUBJ=LIN suckled.pig	I (can) only look at the suckled pig.	VAP	Initial	ko	yung litson	1SG.NSUBJ	DIST.SUBJ=LIN suckled.pig	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	tingin	noncausal	Imperfective	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
Tagalog	4	NA	FA1	pupunta ka diyan?	CONT~go.AV.IR=2SG.NSUBJ MED.LOC	You're going there?	VAP	Initial	ka	diyan	2SG.SUBJ	MED.LOC	Ambiguous	P_only	2	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	punta	noncausal	Contemplative	interrogative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	susunduin naman kami ng- ni NAME so@s:eng pwede akong mamili dito ng ano sabihin ko kay NAME +"/.	CONT~fetch.UV.IR-PAT=PRT=1PL.EXCL HUM.NSUBJ NAME	NAME is going to fetch us anyway so I can choose what I should say to NAME here.	VPA	Initial	ni NAME	kami	HUM.NSUBJ NAME	1PL.EXCL.SUBJ	A_only	Ambiguous	3	1	human	human	NP	Pronoun	3	2	2	1	New_familiar	Inferable_far	Inferable_salient	Absent_familiar	sundo	causal	Contemplative	declarative	main	Unambiguous	No	No	P	More_Accessible	Less_Accessible	No
Tagalog	4	NA	FA1	oh diyan ka na rin bumili ng mga prutas.	PRT MED.LOC=2SG.NSUBJ=CMP=also <AV.INF>buy NSUBJ PL prutas	Just buy the fruits over there.	AVP	Middle	ka	ng mga prutas	2SG.SUBJ	NSUBJ PL fruit	Ambiguous	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	5	1	3	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	bili	causal	Infinitive	imperative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	hindi na yung[:iyong] ano dati, Doc, yung[:iyong] sabihin mo na xxx twelve@s:eng- twelve@s:eng na ano basta yung[:iyong] pinya ta(po)s kiat_kiat na lang kasi last@s:eng year@s:eng gano(o)n lang eh.	DIST.SUBJ=LIN say.UV.IMP-PAT=2SG.NSUBJ LIN twelve twelve LIN what anyway DIST.SUBJ=LIN pineapple		VPA	Initial	mo	[phrase]	2SG.NSUBJ	LIN twelve twelve LIN what anyway DIST.SUBJ=LIN pineapple	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Clause	1	6	1	5	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	sabi	noncausal	Infinitive	declarative	main	Unambiguous	No	No	P	Less_Accessible	Less_Accessible	No
Tagalog	4	NA	FA1	ako (i)yon, kung hindi ako matutuloy ng staycation@s:eng ko sa Pasko.	if NEG=1SG.SUBJ UV.IR.NVOL-CONT~continue NSUBJ staycation=1SG.NSUBJ LOC christmas	That would be me if I couldn't go ahead with my staycation for Christmas.	AVP	Middle	ako	ng staycation ko	1SG.SUBJ	NSUBJ staycation=1SG.NSUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	2	5	1	3	Mentioned_close	Inferable_close	Present_salient	Inferable_nonsalient	tuloy	noncausal	Contemplative	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	turuan mo (a)ko nun[:noon], Doc.	teach.UV.IMP-APPL=2SG.NSUBJ=1SG.SUBJ=DIST.NSUBJ	Teach me (how to do) that, Doc.	VAP	Initial	mo	nun	2SG.NSUBJ	DIST.NSUBJ	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	turo	noncausal	Infinitive	imperative	main	Unambiguous	Yes	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	turuan mo din ako nun[:noon].	teach.UV.IMP-APPL=2SG.NSUBJ=also=1SG.SUBJ=DIST.NSUBJ	Teach me (how to do) that as well.	VAP	Initial	mo	nun	2SG.NSUBJ	DIST.NSUBJ	A_only	Ambiguous	2	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	turo	noncausal	Infinitive	imperative	main	Unambiguous	Yes	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	ti(n)gnan ko na lang sila tapos yun[:iyon] nga.	look.UV.INF-APPL=1SG.NSUBJ=CMP=only=3SG.SUBJ	I'll just gaze at them and then, yeah.	VAP	Initial	ko	sila	1SG.NSUBJ	3PL.SUBJ	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	Pronoun	1	2	1	1	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	tingin	noncausal	Infinitive	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	oh (i)yan kumpleto na (a)ko ta(po)s lalagyan mo ng ano bulak at tsaka[:at saka] bigas.	then CONT~put.UV.IR-APPL=2SG.NSUBJ NSUBJ what cotton and and.then rice	Bam, I've completed it, then just add cotton and rice, as well.	VAP	Initial	mo	ng bulak	2SG.NSUBJ	NSUBJ cotton	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	lagay	causal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	xxx ipatong mo lang yung[:iyong] bulak na gan(i)yan, lagyan mong bigas ta(po)s tsaka[:at saka] daw sabi mga barya.	TH-lay.on.top.UV.IMP=2SG.NSUBJ=only DIST.SUBJ=LIN cotton LIN like.MED	Just place the cotton on top like that (and then) put in some rice plus some coins, apparently.	VAP	Initial	mo	yung bulak	2SG.NSUBJ	DIST.SUBJ=LIN cotton	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	patong	causal	Infinitive	imperative	main	Unambiguous	No	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	xxx ipatong mo lang yung[:iyong] bulak na gan(i)yan, lagyan mong bigas ta(po)s tsaka[:at saka] daw sabi mga barya.	place.UV.IMP-APPL=2SG.NSUBJ=NSUBJ rice	Just place the cotton on top like that (and then) put in some rice plus some coins, apparently.	VAP	Initial	mo	ng bigas	2SG.NSUBJ	NSUBJ rice	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	lagay	causal	Infinitive	imperative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	hinde[:hindi], kunyari iyan yung[:iyong] lalagyan mo, lagyan mo (i)yan ng bigas na konti ta(po)s lagyan mo daw ng ano ng-.	put.UV.IMP-APPL=2SG.NSUBJ=MED.SUBJ NSUBJ rice LIN a.bit	No. Say that would be your container, put in a bit of rice and then put in some of that thing.	VAP	Initial	mo	ng bigas na konti	2SG.NSUBJ	NSUBJ rice LIN a.bit	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	6	1	4	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	lagay	causal	Infinitive	imperative	main	Unambiguous	Yes	No	A	Same_Accessibility	More_Accessible	No
Tagalog	4	NA	FA1	hinde[:hindi], kunyari iyan yung[:iyong] lalagyan mo, lagyan mo (i)yan ng bigas na konti ta(po)s lagyan mo daw ng ano ng-. Bulak	put.UV.IMP-APPL=2SG.NSUBJ=MED.SUBJ NSUBJ what NSUBJ bulak	No. Say that would be your container, put in a bit of rice and then put in some of that thing.	VAP	Initial	mo	ng bulak	2SG.NSUBJ	DIST.SUBJ=LIN	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	lagay	causal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	Less_Accessible	No
Tagalog	4	NA	FA1	eh dapat bumili kang buchi (a)no.	PRT must <UV.INF>buy=2SG.SUBJ=NSUBJ buchi what	Oh so you should buy some Buchi, right	VAP	Initial	ka	ng buchi	2SG.SUBJ	NSUBJ buchi	Ambiguous	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	bili	causal	Infinitive	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	oh (e)di gagawa akong palitaw, paborito ni NAME yun[:iyon].	PRT PRT CONT~make.AV.IR=1SG.SUBJ=NSUBJ sweet.rice.dumpling	Then I'll make sone sweet rice dumplings. Those are NAME's favorite food.	VAP	Initial	ako	ng palitaw	1SG.SUBJ	NSUBJ sweet.rice.dumpling	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	2	4	1	2	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	gawa	causal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	gagawa pa (a)kong buchi?	CONT~make.AV.IR=CMP=1SG.SUBJ=NSUBJ buchi	Do I still make some Buchi?	VAP	Initial	ko	ng buchi	1SG.SUBJ	NSUBJ buchi	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	1	3	1	2	Mentioned_far	Mentioned_close	Present_salient	Absent_familiar	gawa	causal	Contemplative	interrogative	main	Unambiguous	No	No	A	Less_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	kasi ano lang naman yun[:iyon], bili ka ng ano glutamous[:glutinous]@s:eng.	buy.AV.IMP=2SG.SUBJ NSUBJ what glutinous.rice	That's caue you only have to by glutinous (rice) for that.	VAP	Initial	ka	ng glutamous	2SG.SUBJ	NSUBJ glutinous.rice	Ambiguous	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	4	1	2	Mentioned_far	Inferable_close	Present_salient	Absent_familiar	bili	causal	Uninflected	imperative	main	Ambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	oh xxx (e)di magluto (a)ko mga anim na piraso no(o)n &=laughs wala namang kakain &=laughs.	PRT PRT AV.INF.EXT-cook=1SG.SUBJ PL six LIN piece=DIST.NSUBJ	And then I'll cook six pieces of that and noone would even eat (them).	VAP	Initial	ko	mga anim na piraso nun	1SG.SUBJ	PL six LIN piece	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	BareNoun	1	9	1	5	Mentioned_far	Inferable_far	Present_salient	Absent_familiar	luto	causal	Infinitive	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	oh tama yung[:iyong] handa niyo pagsamasamahin niyo.	DIST.SUBJ=LIN prepare=2PL.NSUBJ EXT-join~together.UV.IMP-PAT=2PL.NSUBJ	That's right. Mix up your dishes together.	PVA	Middle	niyo	yung handa niyo	2PL.NSUBJ	DIST.SUBJ=LIN prepare=2PL.NSUBJ	A_only	Ambiguous	2	3	human	inanimate	Pronoun	NP	1	4	1	3	Inferable_far	Inferable_close	Present_salient	Absent_familiar	sama	causal	Contemplative	imperative	main	Unambiguous	No	No	P	More_Accessible	Less_Accessible	No
Tagalog	4	NA	FA1	(hin)di ko nga alam kung sasama ko yung[:iyong] dalawang aso ko eh.	NEG=1SG.NSUB=PRT know if CONT~join.AV.IR=1SG.NSUBJ DIST.SUBJ=LIN two=LIN dog=1SG.NSUBJ	I'm not even sure if I should bring my two dogs.	VAP	Initial	ko	yung dalawang aso ko	1SG.NSUBJ	DIST.SUBJ two=LIN dog=1SG.NSUBJ	Ambiguous	Ambiguous	1	3	human	other_animate	Pronoun	NP	1	7	1	4	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	sama	noncausal	Contemplative	declarative	subordinate	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	hingi akong bakasyon sayo[:sa iyo].	ask=1SG.SUBJ=NSUBJ vacation LOC=2SG.NSUBJ	Let me ask you for a vacation.	VAP	Initial	ako	ng bakasyon	1SG.SUBJ	NSUBJ vacation	Ambiguous	Ambiguous	1	3	human	inanimate	Pronoun	NP	2	4	1	2	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	hingi	causal	Uninflected	declarative	main	Ambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA1	sabihin mo naman kay NAME hindi ka naman pupunta do(o)n para sa prutas.	NEG=2SG.SUBJ=PRT CONT~go.AV.IR DIST.LOC for LOC fruit	(Can) you tell NAME (since) you won't be going there for fruit anyway.	AVP	Middle	ka	don	2SG.SUBJ	DIST.LOC	Ambiguous	P_only	2	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Mentioned_far	Present_salient	Absent_familiar	punta	noncausal	Contemplative	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
Tagalog	4	NA	FA2	gusto ko yung[:iyong] birthday@s:eng ni Bong kasi surprise@s:eng ko na lang yung[:iyong] biyenan ko pagpunta ko dun[:doon].	GER-go=1SG.NSUBJ DIST.LOC	I want (it to be) Bong's birthday so that I can suprise my in-laws when I go there.	VAP	Initial	ko	don	1SG.NSUBJ	DIST.LOC	Ambiguous	P_only	1	3	human	inanimate	Pronoun	Pronoun	1	1	1	1	Mentioned_close	Mentioned_close	Present_salient	Absent_familiar	punta	noncausal	Perfective	declarative	main	Unambiguous	No	No	A	Same_Accessibility	More_Accessible	No
Tagalog	4	NA	FA2	gusto ko yung[:iyong] birthday@s:eng ni Bong kasi surprise@s:eng ko na lang yung[:iyong] biyenan ko pagpunta ko dun[:doon].	because surprise=1SG.NSUBJ=CMP=only DIST.SUBJ=LIN in.law=1SG.NSUBJ	I want (it to be) Bong's birthday so that I can suprise my in-laws when I go there.	VAP	Initial	ko	yung biyenan ko	1SG.NSUBJ	DIST.SUBJ=LIN in.law=1SG.NSUBJ	Ambiguous	Ambiguous	1	3	human	human	Pronoun	NP	1	4	1	3	Mentioned_close	Inferable_close	Present_salient	Absent_familiar	surpise@s:eng	causal	Uninflected	declarative	main	Unambiguous	No	No	A	More_Accessible	More_Accessible	No
